NatEmis,ProvinceCD,Province,Institution,Name,DoE_Status,LURITS_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,TYPE_LURITS,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,Latitude,Longitude,GISSource1,DRD_Code,DRD_DistanceMoved_Metres,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,Snap_Learners_2013,Educator_Numbers_2013,GradeR_Lrns_2013,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
976603209,9,LP,REAGOLA DAY CARE CENTRE,REAGOLA,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,GREATER SEKHUKHUNE,MANTHOLE,,,THE,MANAGER,,NEXTTOIKHUTSENGHP,,NEXTTOIKHUTSENGHP,NEBO,,,,"NEXTTOIKHUTSENGHP ,NEBO,",142 BOLEU,,,"142 BOLEU,",,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,64,4,,,,,,,,,0,,
445503434,4,FS,REAHOLA REFENG KHOTSO EDUCARE,REAHOLA REFENG KHOTSO,OPEN,CLOSED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,THE,MANAGER,,,AGRICULTURAL AUTHORITY,AGRICULTURAL AUTHORITY,,,,,"AGRICULTURAL AUTHORITY,",,,,TO BE UPDATED,,,TO BE UPDATED,No,TO BE UPDATED,TO BE UPDATED,,,0,,,,,,,,,,,,,,,,,,,,,,,,
600105286,6,NW,REAITSHOKA ABE CENTRE,,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,ABET,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NGAKA MODIRI MOLEMA,REKOPANTSWE,TO BE UPDATED,,,,,,,,WELTEVREDE VILLAGE,,,,,,,,,TO BE UPDATED,,0734843263,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
700700263,7,GT,REAKGONA,REAKGONA,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,NOT APPLICABLE,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,,,,,NOT APPLICABLE,,,GDE2010,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NOT APPLICABLE,GAUTENG WEST,NOT APPLICABLE,,,,,763,,,MOLUBI,KOKOSI,FOCHVILLE,FOCHVILLE,2515,,P.O.BOX 725,FOCHVILLE,,TO BE UPDATED,,,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
445203997,4,FS,REALEBOHA DAY CARE,REALEBOHA,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,28.84262,-28.55247,FSED 2007,-28.55247,28.84262,FSED 2007,D,,333,WITSIESHOEK,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS194,MALUTI A PHOFUNG LOCAL MUNICIPALITY,41904023,23,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,THABO MOFUTSANYANA,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,THE,MANAGER,,LETSHALEMADUKE,,LETSHALEMADUKE,,MALUTI A PHOFUNG RURAL,MALUTIAPHOFUNG,9870,"LETSHALEMADUKE,MALUTI A PHOFUNG RURAL,MALUTIAPHOFUNG,9870",P.O.BOX 18460,WITSIESHOEK,9870,"P.O.BOX 18460,WITSIESHOEK,9870",0587891566,0843244016,Urban,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
972202203,9,LP,REALOGILE CRECHE & PRE SCHOOL,REALOGILE,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,CAPRICORN,MOGOSHI,,,THE,MANAGER,,MATLALASEDIE,,MATLALASEDIE,POLOKWANE,,,746,"MATLALASEDIE ,POLOKWANE,746",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,62,4,,,,,,,,,0,,
600105259,6,NW,REAMOGETSWE,,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,ABET,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,BOJANALA,MADIBENG,TO BE UPDATED,,,,,,,,STAND NO. 35,4TH AVENUE,,,0258,STAND NO. 354TH AVENUE,,,,TO BE UPDATED,012256614123,0713024566,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
445203291,4,FS,REARABETSWE EDUCARE,REARABETSWE,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,27.04596,-28.92977,FSED 2007,-28.92977,27.04596,FSED 2007,D,,360,EXCELSIOR,DC17,MOTHEO DISTRICT MUNICIPALITY,FS173,MANTSOPA LOCAL MUNICIPALITY,41703008,8,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,THABO MOFUTSANYANA,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,,MIRRIAM MOKOENA,1463,KOMA,VILLAGE,STAND NO 555,PHUTHADITJHABA,PHUTHADITJHABA,EXCELSIOR,9870,"1463 KOMA VILLAGE,PHUTHADITJHABA,MAHLATSWETSA,EXCELSIOR,9870",P.O.BOX 17979,WITSIESHOEK,9870,"P.O.BOX 17979,WITSIESHOEK,9870",,0836812575,Urban,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
600105274,6,NW,REARABILWE,,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,ABET,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,BOJANALA,RUSTENBURG,TO BE UPDATED,,,,,,,,RAMOCHANA LOCATION,,,,,,,,,TO BE UPDATED,,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
700700554,7,GT,REARABILWE DAY CARE CENTRE,REARABILWE DAY CARE CENTRE,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,NOT APPLICABLE,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,,,,,NOT APPLICABLE,,,GDE2010,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NOT APPLICABLE,TSHWANE NORTH,NOT APPLICABLE,,,,,889,,,BLOCK KK,SOSHANGUVE,SOSHANGUVE,PRETORIA,152,,,,,TO BE UPDATED,,,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,
445203023,4,FS,REARAREBETSWE PRE-SCHOOL,REARAREBETSWE,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,FEZILE DABI,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,THE,MONYEKE E,,,,HUNTERSVLEI FARM,,,,9520,,P.O.BOX  41,VILJOENSKROON,9520,"P.O.BOX  41,VILJOENSKROON,9520",0563432331,0836895323,Urban,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
972205315,9,LP,REATLEGILE DAY CARE CENTRE,,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,,,,,99,99,,,,,,,,,,,,,,,,,,,,,,CENTRAL,POLOKWANE,MARABA,,,,,,,,SENGATANE,POLOKWANE,,,,,P.O.BOX 306,,808,TO BE UPDATED,99,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
974402304,9,LP,REATLEGILE DAY CARE CENTRE,REATLEGILE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,BA-PHALABORWA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,808,E,BLOCK,808 E BLOCK,ZONE E,,NAMAKGALE,1391,"808 E BLOCK,ZONE E,,NAMAKGALE,1391",P.O.BOX 9357,NAMAKGALE,1391,"P.O.BOX 9357,NAMAKGALE,1391",,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,240,6,,,,,,,,,,,
972201320,9,LP,REATLEGILE PRE SCHOOL AND CRECHE,,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,,,,,99,99,,,,,,,,,,,,,,,,,,,,,,CENTRAL,POLOKWANE,BOCHUM WEST,,,,,,,,SENWABARWANA,POLOKWANE,,,,,P.O.BOX 1442,,790,TO BE UPDATED,99,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
976602125,9,LP,REATLEGILE SITE,REATLEGILE SITE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,GREATER TUBATSE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,GA- MAROTA,VILLAGE,GA- MAROTA VILLAGE,MOTODI,,BURGERSFORT,1151,"GA- MAROTA VILLAGE,MOTODI,,BURGERSFORT,1151",P.O.BOX  738,BURGERSFORT,1150,"P.O.BOX  738,BURGERSFORT,1150",,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,210,12,26,,,,,,,,,,
600104152,6,NW,REBAONE,REBAONE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,25.6522,-25.90427,NEIMS 2007,-25.90427,25.6522,NEIMS 2007,D,,5,MOLOPO,DC38,CENTRAL DISTRICT MUNICIPALITY,NW383,MAFIKENG LOCAL MUNICIPALITY,63803005,5,TO BE UPDATED,TO BE UPDATED,NGAKA MODIRI MOLEMA,REKOPANTSWE,MONTSHIOA STADT,,TO BE UPDATED,L.R,JACK,,MAJEMANCHO,,MAJEMANCHO,,RIVIERA PARK,MAFIKENG,2745,"MAJEMANCHO,RIVIERA PARK,MAFIKENG,2745",P.O.BOX 304,MAFIKENG,2745,"P.O.BOX 304,MAFIKENG,2745",0792279235,0792279235,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,,,,,,,,,,159,6,,,,,,,,,,,
800034613,8,MP,REBELEGENG EDUCARE PRE-SCHOOL,REBELEGENG,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,800034613,99,NOT APPLICABLE,28.85255,-25.15337,NEIMS 2007,-25.15337,28.85255,NEIMS 2007,D,,273,MBIBANA,DC31,NKANGALA DISTRICT MUNICIPALITY,MP316,DR JS MOROKA LOCAL MUNICIPALITY,83106016,16,TO BE UPDATED,TO BE UPDATED,NKANGALA,NOT APPLICABLE,LIBANGENI,,TO BE UPDATED,J.M,MOYO,,,,STAND NO: 467,"VAALBANK ""A'",VAALBANK A,PRETORIA,449,"VAALBANK A,PRETORIA,0449",P.O.BOX 748,MBIBANE,0449,"P.O.BOX 748,MBIBANE,0449",0728035245,0728035245,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,24/05/2004,,,,,,,,,,,,,,327,6,,,,,,,,,,,
800019208,8,MP,REBELEGENG PRE PRIMARY SCHOOL,REBELEGENG,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,PRIVATE,TO BE UPDATED,BOPHUTATSWANA(BOP),301208,301208,800019208,99,NOT APPLICABLE,28.48603,-25.14868,NEIMS 2007,-25.14868,28.48603,NEIMS 2007,D,,207,MORETELE,DC31,NKANGALA DISTRICT MUNICIPALITY,MP316,DR JS MOROKA LOCAL MUNICIPALITY,83106029,29,TO BE UPDATED,TO BE UPDATED,NKANGALA,NOT APPLICABLE,MMAMETLHAKE,,TO BE UPDATED,N.M,NATJILA,,,,371 PHAKE THABENG,,PHAKE,PRETORIA,0432,"PHAKE,PRETORIA,0400",P.O.BOX  115,HAMMANSKRAAL,0400,"PRIVATE BAG X2011,HAMMANSKRAAL,0400",0828372383,0828372383,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/05/1996,,,,,,,,,,,,,,20,4,12,,,,,,,,,,
600105272,6,NW,REBOILE,,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,ABET,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NGAKA MODIRI MOLEMA,KGETLENG RIVER,TO BE UPDATED,,,,,,,,GROOT MARICO,,,,,,,,,TO BE UPDATED,,0839547844,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
445203271,4,FS,REBOLOKEHILE,REBOLOKEHILE,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,27.9679,-28.29917,FSED 2007,-28.29917,27.9679,FSED 2007,D,,365,SENEKAL,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS192,DIHLABENG LOCAL MUNICIPALITY,41902015,15,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,THABO MOFUTSANYANA,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,,REBECCA MOFOKENG,399,CHURCH,STREET,399,PAUL ROUX,PAUL ROUX,PAULROUX,9800,"399 CHURCH STREET,MOTLOMO,PAULROUX,9800",P.O.BOX 1099,PAUL ROUX,9800,"P.O.BOX 1099,PAUL ROUX,9800",0584710396,0826622654,Urban,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
976602424,9,LP,REBONEGEDITSWE CRECHE,REBONEGEDITSWE,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,GREATER SEKHUKHUNE,TUBATSE,,,THE,MANAGER,4127,PRAKTISEER,,4127 PRAKTISEER,BURGERSFORT,,,1150,"4127 PRAKTISEER ,BURGERSFORT,1150",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,104,4,,,,,,,,,0,,
700700406,7,GT,RED SEA AND THE HOLLYLAND APOSTOLIC CHURCH OF GOD DAY CARE PRE-SCHOOL,RED SEA AND THE HOLLYLAND APOSTOLIC CHURCH OF GOD DAY CARE PRE-SCHOOL,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,NOT APPLICABLE,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,,,,,NOT APPLICABLE,,,GDE2010,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NOT APPLICABLE,GAUTENG EAST,NOT APPLICABLE,,,,,14507,,,MNYAMA AND NGWENYA STREET,"MANDELA EXT 21, ETWATWA",BENONI,EKURHULENI,1519,,,,,TO BE UPDATED,,,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,
700888110,7,GT,REDIBONE DAY CARE CENTRE STINKWATER,REDIBONE  STINKWATER,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVLOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TSHWANE NORTH,NOT APPLICABLE,,,B.M,MOHLAMONYANE,2319,MTHETHWASTIMWATERSTINKWATER,BLOCK,BLOCK MTHETHWA,STINKWATER,HAMMANSKRAAL,HAMMAANSKRAAL,426,"2319 MTHETHWASTIMWATERSTINKWATER BLOCK,HAMMAANSKRAAL,2319",,,,TO BE UPDATED,,0843860718,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,156,8,,,,,,,,,0,,
975501308,9,LP,RE-ETETSENG PRE SCHOOL,RE-ETETSENG,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MOPANI,MOLOTOTSI,,,THE,MANAGER,,GA-KGAPANE,VILLAGE,GA-KGAPANE VILLAGE,,,,838,"GA-KGAPANE VILLAGE,838",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,162,6,,,,,,,,,0,,
976602238,9,LP,REFEMAATLA PRE-PRIMARY,REFEMAATLA,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,54,4,,,,,,,,,,,
925621261,9,LP,REFEMAATLA PRE-PRIMARY,REFEMAATLA,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,DC47,GREATER SEKHUKHUNE DISTRICT MUNICIPALITY,LIM475,GREATER TUBATSE LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,SOUTHERN,RIBA CROSS,DRAKENSBERG,,TO BE UPDATED,THE,MANAGER,,MAKGWARENG,,MAKGWARENG,,,,,MAKGWARENG,P.O.BOX  323,OHRIGSTAD,1122,"P.O.BOX  323,OHRIGSTAD,1122",0766177354,0766177354,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,,,,,,,,,,,,,,,,,,,,,,
